dyads,sex_pairs,handedness_pair,context,proximity
Ali:Aura,m:f,0,other,<1m>
Ali:Aura,m:f,0,stone_tool_use,<5m>
Ali:Bat,m:m,0,foraging_without_tools,<3m>
Ali:Bat,m:m,0,other,<1m>
Ali:Bat,m:m,0,other,<1m>
Ali:Bat,m:m,0,other,<3m>
Ali:Bat,m:m,0,other,<3m>
Ali:Belanda,m:m,0,other,<5m>
Ali:Belanda,m:m,0,other,<5m>
Ali:Belanda,m:m,0,other,<5m>
Ali:Cacao,m:f,0,other,<1m>
Ali:Cacao,m:f,0,other,<3m>
Ali:Cacao,m:f,0,other,<3m>
Ali:Cacao,m:f,0,other,<3m>
Ali:Cacao,m:f,0,other,<5m>
Ali:Cacao,m:f,0,other,<5m>
Ali:Cacao,m:f,0,stone_tool_use,<3m>
Ali:Cacao,m:f,0,stone_tool_use,<5m>
Ali:Dandi,m:f,1,other,<5m>
Ali:Dandi,m:f,1,stone_tool_use,<5m>
Ali:Flame,m:f,1,other,<1m>
Ali:Flame,m:f,1,other,<1m>
Ali:Flame,m:f,1,other,<1m>
Ali:Flame,m:f,1,other,<3m>
Ali:Flame,m:f,1,other,<5m>
Ali:Flame,m:f,1,other,<5m>
Ali:Flame,m:f,1,other,<5m>
Ali:Flame,m:f,1,stone_tool_use,<1m>
Ali:Flame,m:f,1,stone_tool_use,<1m>
Ali:Flame,m:f,1,stone_tool_use,<5m>
Ali:Flame,m:f,1,stone_tool_use,<5m>
Ali:Flame,m:f,1,stone_tool_use,<5m>
Ali:Flame,m:f,1,stone_tool_use,<5m>
Ali:Granny,m:f,1,stone_tool_use,<5m>
Ali:Harley,m:f,1,other,<1m>
Ali:Harley,m:f,1,other,<1m>
Ali:Harley,m:f,1,stone_tool_use,<1m>
Ali:Harley,m:f,1,stone_tool_use,<5m>
Ali:Iyla,m:f,0,other,<1m>
Ali:Iyla,m:f,0,other,<3m>
Ali:Iyla,m:f,0,other,<3m>
Ali:Iyla,m:f,0,other,<5m>
Ali:Iyla,m:f,0,other,<5m>
Ali:Jim_Lim,m:f,1,foraging_without_tools,<5m>
Ali:Jim_Lim,m:f,1,other,<3m>
Ali:Jim_Lim,m:f,1,other,<5m>
Ali:Jim_Lim,m:f,1,stone_tool_use,<1m>
Ali:Jim_Lim,m:f,1,stone_tool_use,<1m>
Ali:Jim_Lim,m:f,1,stone_tool_use,<1m>
Ali:Jim_Lim,m:f,1,stone_tool_use,<3m>
Ali:Kal,m:m,0,foraging_without_tools,<1m>
Ali:Kal,m:m,0,foraging_without_tools,<5m>
Ali:Kal,m:m,0,foraging_without_tools,<5m>
Ali:Kal,m:m,0,other,<1m>
Ali:Kal,m:m,0,other,<1m>
Ali:Kal,m:m,0,other,<1m>
Ali:Kal,m:m,0,other,<3m>
Ali:Kal,m:m,0,other,<3m>
Ali:Kal,m:m,0,other,<3m>
Ali:Kal,m:m,0,other,<3m>
Ali:Kal,m:m,0,other,<5m>
Ali:Kal,m:m,0,other,<5m>
Ali:Kaya,m:f,1,foraging_without_tools,<1m>
Ali:Kaya,m:f,1,stone_tool_use,<3m>
Ali:Kaya,m:f,1,stone_tool_use,<3m>
Ali:Lip,m:f,1,other,<1m>
Ali:Lip,m:f,1,other,<3m>
Ali:Lip,m:f,1,other,<5m>
Ali:Lip,m:f,1,other,<5m>
Ali:Lip,m:f,1,stone_tool_use,<1m>
Ali:Lip,m:f,1,stone_tool_use,<3m>
Ali:Lip,m:f,1,stone_tool_use,<3m>
Ali:Naina,m:f,1,foraging_without_tools,<5m>
Ali:Naina,m:f,1,other,<1m>
Ali:Naina,m:f,1,other,<1m>
Ali:Naina,m:f,1,other,<5m>
Ali:Naina,m:f,1,other,<5m>
Ali:Naina,m:f,1,other,<5m>
Ali:Naina,m:f,1,other,<5m>
Ali:Oreo,m:f,1,other,<1m>
Ali:Oreo,m:f,1,other,<5m>
Ali:Oreo,m:f,1,other,<5m>
Ali:Oreo,m:f,1,other,<5m>
Ali:Pat,m:m,0,foraging_without_tools,<5m>
Ali:Pat,m:m,0,other,<3m>
Ali:Pat,m:m,0,other,<3m>
Ali:Pat,m:m,0,other,<3m>
Ali:Pat,m:m,0,other,<3m>
Ali:Pat,m:m,0,other,<5m>
Ali:Pat,m:m,0,other,<5m>
Ali:Pat,m:m,0,other,<5m>
Ali:Pat,m:m,0,other,<5m>
Ali:Pat,m:m,0,other,<5m>
Ali:Pat,m:m,0,stone_tool_use,<3m>
Ali:Pat,m:m,0,stone_tool_use,<5m>
Ali:Pinky,m:f,0,foraging_without_tools,<1m>
Ali:Pinky,m:f,0,foraging_without_tools,<5m>
Ali:Pinky,m:f,0,other,<1m>
Ali:Pinky,m:f,0,other,<3m>
Ali:Pinky,m:f,0,other,<5m>
Ali:Quindoline,m:f,0,other,<5m>
Ali:Quindoline,m:f,0,other,<5m>
Ali:Quindoline,m:f,0,stone_tool_use,<5m>
Ali:Rambo,m:m,1,foraging_without_tools,<5m>
Ali:Robin,m:f,0,other,<1m>
Ali:Robin,m:f,0,other,<3m>
Ali:Robin,m:f,0,stone_tool_use,<5m>
Ali:Santa,m:f,1,foraging_without_tools,<5m>
Ali:Santa,m:f,1,other,<5m>
Ali:Santa,m:f,1,other,<5m>
Ali:Santa,m:f,1,other,<5m>
Ali:Taipan,m:f,0,other,<1m>
Ali:Taipan,m:f,0,other,<3m>
Ali:Ted,m:m,0,foraging_without_tools,<1m>
Ali:Ted,m:m,0,foraging_without_tools,<3m>
Ali:Ted,m:m,0,foraging_without_tools,<5m>
Ali:Ted,m:m,0,other,<1m>
Ali:Ted,m:m,0,other,<1m>
Ali:Ted,m:m,0,other,<1m>
Ali:Tutu,m:m,0,stone_tool_use,<5m>
Ali:Vula,m:f,1,foraging_without_tools,<5m>
Ali:Vula,m:f,1,other,<3m>
Ali:Vula,m:f,1,stone_tool_use,<1m>
Ali:Whitney,m:f,0,foraging_without_tools,<3m>
Ali:Yaiko,m:f,0,foraging_without_tools,<5m>
Ali:Yaiko,m:f,0,other,<3m>
Ali:Yaiko,m:f,0,other,<5m>
Aura:Bat,f:m,0,other,<1m>
Aura:Bat,f:m,0,other,<1m>
Aura:Bat,f:m,0,other,<3m>
Aura:Bat,f:m,0,other,<3m>
Aura:Bat,f:m,0,other,<5m>
Aura:Bat,f:m,0,other,<5m>
Aura:Bat,f:m,0,stone_tool_use,<5m>
Aura:Belanda,f:m,0,foraging_without_tools,<5m>
Aura:Belanda,f:m,0,other,<1m>
Aura:Belanda,f:m,0,other,<1m>
Aura:Belanda,f:m,0,other,<1m>
Aura:Belanda,f:m,0,other,<1m>
Aura:Belanda,f:m,0,other,<5m>
Aura:Betina,f:f,1,stone_tool_use,<3m>
Aura:Boss,f:m,0,other,<1m>
Aura:Cacao,f:f,0,foraging_without_tools,<3m>
Aura:Cacao,f:f,0,other,<5m>
Aura:Cacao,f:f,0,stone_tool_use,<1m>
Aura:Cacao,f:f,0,stone_tool_use,<3m>
Aura:Dandi,f:f,1,other,<1m>
Aura:Dandi,f:f,1,other,<5m>
Aura:Dandi,f:f,1,stone_tool_use,<5m>
Aura:Flame,f:f,1,other,<5m>
Aura:Granny,f:f,1,stone_tool_use,<3m>
Aura:Granny,f:f,1,stone_tool_use,<3m>
Aura:Granny,f:f,1,stone_tool_use,<3m>
Aura:Granny,f:f,1,stone_tool_use,<5m>
Aura:Iyla,f:f,0,foraging_without_tools,<5m>
Aura:Iyla,f:f,0,other,<1m>
Aura:Iyla,f:f,0,other,<1m>
Aura:Iyla,f:f,0,other,<5m>
Aura:Iyla,f:f,0,stone_tool_use,<5m>
Aura:Jim_Lim,f:f,1,foraging_without_tools,<3m>
Aura:Jim_Lim,f:f,1,stone_tool_use,<3m>
Aura:Jim_Lim,f:f,1,stone_tool_use,<3m>
Aura:Kal,f:m,0,other,<5m>
Aura:Kal,f:m,0,other,<5m>
Aura:Kal,f:m,0,stone_tool_use,<5m>
Aura:Kaya,f:f,1,other,<1m>
Aura:Kaya,f:f,1,other,<3m>
Aura:Kaya,f:f,1,other,<5m>
Aura:Kaya,f:f,1,other,<5m>
Aura:Kaya,f:f,1,stone_tool_use,<1m>
Aura:Kaya,f:f,1,stone_tool_use,<1m>
Aura:Lip,f:f,1,other,<1m>
Aura:Lip,f:f,1,other,<1m>
Aura:Lip,f:f,1,other,<1m>
Aura:Lip,f:f,1,other,<3m>
Aura:Lip,f:f,1,stone_tool_use,<3m>
Aura:Lip,f:f,1,stone_tool_use,<3m>
Aura:Lip,f:f,1,stone_tool_use,<5m>
Aura:Lip,f:f,1,stone_tool_use,<5m>
Aura:Naina,f:f,1,other,<1m>
Aura:Naina,f:f,1,other,<5m>
Aura:Naina,f:f,1,stone_tool_use,<3m>
Aura:Naina,f:f,1,stone_tool_use,<5m>
Aura:Oreo,f:f,1,foraging_without_tools,<3m>
Aura:Oreo,f:f,1,other,<1m>
Aura:Oreo,f:f,1,other,<1m>
Aura:Oreo,f:f,1,other,<1m>
Aura:Oreo,f:f,1,other,<3m>
Aura:Oreo,f:f,1,other,<3m>
Aura:Oreo,f:f,1,stone_tool_use,<3m>
Aura:Oreo,f:f,1,stone_tool_use,<5m>
Aura:Oreo,f:f,1,stone_tool_use,<5m>
Aura:Pat,f:m,0,foraging_without_tools,<3m>
Aura:Pat,f:m,0,other,<1m>
Aura:Pat,f:m,0,other,<5m>
Aura:Pat,f:m,0,other,<5m>
Aura:Pinky,f:f,0,other,<3m>
Aura:Pinky,f:f,0,stone_tool_use,<5m>
Aura:Quindoline,f:f,0,foraging_without_tools,<5m>
Aura:Quindoline,f:f,0,other,<5m>
Aura:Quindoline,f:f,0,stone_tool_use,<5m>
Aura:Robin,f:f,0,foraging_without_tools,<5m>
Aura:Robin,f:f,0,other,<1m>
Aura:Robin,f:f,0,other,<3m>
Aura:Robin,f:f,0,stone_tool_use,<3m>
Aura:Robin,f:f,0,stone_tool_use,<3m>
Aura:Robin,f:f,0,stone_tool_use,<3m>
Aura:Robin,f:f,0,stone_tool_use,<5m>
Aura:Santa,f:f,1,foraging_without_tools,<3m>
Aura:Santa,f:f,1,foraging_without_tools,<3m>
Aura:Santa,f:f,1,stone_tool_use,<1m>
Aura:Santa,f:f,1,stone_tool_use,<3m>
Aura:Santa,f:f,1,stone_tool_use,<5m>
Aura:Taipan,f:f,0,foraging_without_tools,<3m>
Aura:Taipan,f:f,0,stone_tool_use,<5m>
Aura:Ted,f:m,0,foraging_without_tools,<5m>
Aura:Ted,f:m,0,other,<5m>
Aura:Ted,f:m,0,stone_tool_use,<3m>
Aura:Tin_tin,f:m,0,stone_tool_use,<5m>
Aura:Tutu,f:m,0,other,<1m>
Aura:Tutu,f:m,0,other,<1m>
Aura:Tutu,f:m,0,other,<3m>
Aura:Tutu,f:m,0,other,<5m>
Aura:Vula,f:f,1,foraging_without_tools,<3m>
Aura:Vula,f:f,1,other,<1m>
Aura:Vula,f:f,1,stone_tool_use,<1m>
Aura:Vula,f:f,1,stone_tool_use,<3m>
Aura:Vula,f:f,1,stone_tool_use,<5m>
Aura:Vula,f:f,1,stone_tool_use,<5m>
Aura:Vula,f:f,1,stone_tool_use,<5m>
Aura:Vula,f:f,1,stone_tool_use,<5m>
Aura:Whitney,f:f,0,foraging_without_tools,<5m>
Aura:Whitney,f:f,0,foraging_without_tools,<5m>
Aura:Whitney,f:f,0,stone_tool_use,<3m>
Aura:Whitney,f:f,0,stone_tool_use,<5m>
Aura:Whitney,f:f,0,stone_tool_use,<5m>
Aura:Whitney,f:f,0,stone_tool_use,<5m>
Aura:Yaiko,f:f,0,other,<5m>
Bat:Belanda,m:m,0,other,<3m>
Bat:Belanda,m:m,0,other,<3m>
Bat:Betina,m:f,1,other,<5m>
Bat:Betina,m:f,1,stone_tool_use,<3m>
Bat:Betina,m:f,1,stone_tool_use,<5m>
Bat:Dandi,m:f,1,other,<5m>
Bat:Granny,m:f,1,stone_tool_use,<5m>
Bat:Harley,m:f,1,other,<5m>
Bat:Harley,m:f,1,stone_tool_use,<5m>
Bat:Harley,m:f,1,stone_tool_use,<5m>
Bat:Iyla,m:f,0,other,<3m>
Bat:Kal,m:m,0,other,<5m>
Bat:Kal,m:m,0,other,<5m>
Bat:Kal,m:m,0,other,<5m>
Bat:Kal,m:m,0,stone_tool_use,<5m>
Bat:Kal,m:m,0,stone_tool_use,<5m>
Bat:Kaya,m:f,1,stone_tool_use,<1m>
Bat:Kaya,m:f,1,stone_tool_use,<3m>
Bat:Lip,m:f,1,foraging_without_tools,<5m>
Bat:Lip,m:f,1,foraging_without_tools,<5m>
Bat:Naina,m:f,1,other,<1m>
Bat:Naina,m:f,1,other,<3m>
Bat:Naina,m:f,1,other,<3m>
Bat:Naina,m:f,1,other,<3m>
Bat:Naina,m:f,1,other,<5m>
Bat:Naina,m:f,1,other,<5m>
Bat:Naina,m:f,1,other,<5m>
Bat:Naina,m:f,1,other,<5m>
Bat:Naina,m:f,1,stone_tool_use,<1m>
Bat:Oreo,m:f,1,foraging_without_tools,<5m>
Bat:Oreo,m:f,1,stone_tool_use,<5m>
Bat:Pat,m:m,0,other,<3m>
Bat:Pat,m:m,0,other,<5m>
Bat:Pat,m:m,0,other,<5m>
Bat:Quindoline,m:f,0,other,<5m>
Bat:Rambo,m:m,1,other,<1m>
Bat:Rambo,m:m,1,stone_tool_use,<5m>
Bat:Robin,m:f,0,foraging_without_tools,<3m>
Bat:Robin,m:f,0,other,<5m>
Bat:Santa,m:f,1,other,<5m>
Bat:Santa,m:f,1,stone_tool_use,<1m>
Bat:Taipan,m:f,0,stone_tool_use,<5m>
Bat:Tin_tin,m:m,0,stone_tool_use,<5m>
Bat:Tutu,m:m,0,foraging_without_tools,<5m>
Bat:Tutu,m:m,0,other,<3m>
Bat:Tutu,m:m,0,other,<3m>
Bat:Tutu,m:m,0,stone_tool_use,<5m>
Bat:Vula,m:f,1,stone_tool_use,<3m>
Bat:Vula,m:f,1,stone_tool_use,<5m>
Bat:Whitney,m:f,0,foraging_without_tools,<5m>
Belanda:Betina,m:f,1,other,<3m>
Belanda:Betina,m:f,1,other,<5m>
Belanda:Boss,m:m,0,other,<5m>
Belanda:Cacao,m:f,0,other,<1m>
Belanda:Cacao,m:f,0,other,<1m>
Belanda:Cacao,m:f,0,stone_tool_use,<5m>
Belanda:Cacao,m:f,0,stone_tool_use,<5m>
Belanda:Dandi,m:f,1,foraging_without_tools,<5m>
Belanda:Dandi,m:f,1,other,<5m>
Belanda:Dandi,m:f,1,stone_tool_use,<1m>
Belanda:Dandi,m:f,1,stone_tool_use,<3m>
Belanda:Dandi,m:f,1,stone_tool_use,<5m>
Belanda:Flame,m:f,1,other,<1m>
Belanda:Flame,m:f,1,other,<5m>
Belanda:Flame,m:f,1,other,<5m>
Belanda:Flame,m:f,1,other,<5m>
Belanda:Flame,m:f,1,other,<5m>
Belanda:Flame,m:f,1,stone_tool_use,<5m>
Belanda:Flame,m:f,1,stone_tool_use,<5m>
Belanda:Flame,m:f,1,stone_tool_use,<5m>
Belanda:Granny,m:f,1,foraging_without_tools,<1m>
Belanda:Harley,m:f,1,other,<3m>
Belanda:Harley,m:f,1,stone_tool_use,<3m>
Belanda:Iyla,m:f,0,foraging_without_tools,<3m>
Belanda:Iyla,m:f,0,other,<3m>
Belanda:Iyla,m:f,0,other,<5m>
Belanda:Iyla,m:f,0,other,<5m>
Belanda:Iyla,m:f,0,other,<5m>
Belanda:Jim_Lim,m:f,1,foraging_without_tools,<3m>
Belanda:Jim_Lim,m:f,1,other,<1m>
Belanda:Jim_Lim,m:f,1,other,<5m>
Belanda:Jim_Lim,m:f,1,other,<5m>
Belanda:Jim_Lim,m:f,1,stone_tool_use,<1m>
Belanda:Kaya,m:f,1,other,<1m>
Belanda:Kaya,m:f,1,other,<5m>
Belanda:Kaya,m:f,1,other,<5m>
Belanda:Kaya,m:f,1,stone_tool_use,<1m>
Belanda:Lip,m:f,1,other,<5m>
Belanda:Lip,m:f,1,other,<5m>
Belanda:Lip,m:f,1,other,<5m>
Belanda:Lip,m:f,1,stone_tool_use,<5m>
Belanda:Naina,m:f,1,foraging_without_tools,<1m>
Belanda:Naina,m:f,1,foraging_without_tools,<5m>
Belanda:Naina,m:f,1,foraging_without_tools,<5m>
Belanda:Naina,m:f,1,other,<1m>
Belanda:Naina,m:f,1,other,<5m>
Belanda:Naina,m:f,1,other,<5m>
Belanda:Naina,m:f,1,stone_tool_use,<1m>
Belanda:Oreo,m:f,1,foraging_without_tools,<3m>
Belanda:Oreo,m:f,1,other,<5m>
Belanda:Pat,m:m,0,other,<1m>
Belanda:Pat,m:m,0,other,<1m>
Belanda:Pat,m:m,0,other,<5m>
Belanda:Pat,m:m,0,other,<5m>
Belanda:Pat,m:m,0,other,<5m>
Belanda:Pat,m:m,0,other,<5m>
Belanda:Pat,m:m,0,stone_tool_use,<1m>
Belanda:Pat,m:m,0,stone_tool_use,<3m>
Belanda:Pinky,m:f,0,other,<5m>
Belanda:Pinky,m:f,0,stone_tool_use,<5m>
Belanda:Quindoline,m:f,0,other,<5m>
Belanda:Robin,m:f,0,foraging_without_tools,<5m>
Belanda:Robin,m:f,0,other,<3m>
Belanda:Robin,m:f,0,other,<3m>
Belanda:Robin,m:f,0,other,<5m>
Belanda:Santa,m:f,1,foraging_without_tools,<3m>
Belanda:Santa,m:f,1,other,<5m>
Belanda:Ted,m:m,0,other,<5m>
Belanda:Tutu,m:m,0,foraging_without_tools,<5m>
Belanda:Tutu,m:m,0,foraging_without_tools,<5m>
Belanda:Tutu,m:m,0,other,<5m>
Belanda:Yaiko,m:f,0,other,<5m>
Betina:Cacao,f:f,1,other,<1m>
Betina:Cacao,f:f,1,other,<5m>
Betina:Dandi,f:f,0,foraging_without_tools,<1m>
Betina:Dandi,f:f,0,foraging_without_tools,<5m>
Betina:Dandi,f:f,0,foraging_without_tools,<5m>
Betina:Dandi,f:f,0,foraging_without_tools,<5m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<1m>
Betina:Dandi,f:f,0,other,<3m>
Betina:Dandi,f:f,0,other,<5m>
Betina:Dandi,f:f,0,other,<5m>
Betina:Dandi,f:f,0,other,<5m>
Betina:Dandi,f:f,0,stone_tool_use,<3m>
Betina:Flame,f:f,0,other,<1m>
Betina:Flame,f:f,0,other,<3m>
Betina:Flame,f:f,0,stone_tool_use,<5m>
Betina:Granny,f:f,0,foraging_without_tools,<5m>
Betina:Granny,f:f,0,stone_tool_use,<3m>
Betina:Iyla,f:f,1,stone_tool_use,<3m>
Betina:Iyla,f:f,1,stone_tool_use,<5m>
Betina:Iyla,f:f,1,stone_tool_use,<5m>
Betina:Jim_Lim,f:f,0,other,<3m>
Betina:Jim_Lim,f:f,0,other,<5m>
Betina:Jim_Lim,f:f,0,stone_tool_use,<3m>
Betina:Jim_Lim,f:f,0,stone_tool_use,<5m>
Betina:Jim_Lim,f:f,0,stone_tool_use,<5m>
Betina:Kaya,f:f,0,stone_tool_use,<3m>
Betina:Kaya,f:f,0,stone_tool_use,<3m>
Betina:Lip,f:f,0,other,<5m>
Betina:Lip,f:f,0,stone_tool_use,<5m>
Betina:Lip,f:f,0,stone_tool_use,<5m>
Betina:Oreo,f:f,0,other,<3m>
Betina:Pat,f:m,1,other,<5m>
Betina:Pat,f:m,1,stone_tool_use,<3m>
Betina:Pat,f:m,1,stone_tool_use,<3m>
Betina:Pinky,f:f,1,stone_tool_use,<3m>
Betina:Santa,f:f,0,other,<3m>
Betina:Santa,f:f,0,stone_tool_use,<5m>
Betina:Taipan,f:f,1,other,<5m>
Betina:Taipan,f:f,1,stone_tool_use,<3m>
Betina:Tutu,f:m,1,stone_tool_use,<3m>
Betina:Tutu,f:m,1,stone_tool_use,<5m>
Betina:Vula,f:f,0,other,<5m>
Betina:Vula,f:f,0,stone_tool_use,<1m>
Betina:Whitney,f:f,1,other,<5m>
Betina:Whitney,f:f,1,stone_tool_use,<3m>
Betina:Whitney,f:f,1,stone_tool_use,<5m>
Betina:Yaiko,f:f,1,stone_tool_use,<1m>
Boss:Flame,m:f,1,other,<1m>
Boss:Flame,m:f,1,other,<5m>
Boss:Pinky,m:f,0,other,<1m>
Boss:Santa,m:f,1,other,<3m>
Boss:Santa,m:f,1,other,<5m>
Cacao:Dandi,f:f,1,other,<1m>
Cacao:Dandi,f:f,1,other,<5m>
Cacao:Dandi,f:f,1,stone_tool_use,<5m>
Cacao:Flame,f:f,1,other,<1m>
Cacao:Flame,f:f,1,other,<3m>
Cacao:Flame,f:f,1,other,<3m>
Cacao:Flame,f:f,1,other,<5m>
Cacao:Flame,f:f,1,other,<5m>
Cacao:Flame,f:f,1,stone_tool_use,<1m>
Cacao:Granny,f:f,1,foraging_without_tools,<5m>
Cacao:Granny,f:f,1,foraging_without_tools,<5m>
Cacao:Granny,f:f,1,other,<1m>
Cacao:Granny,f:f,1,stone_tool_use,<1m>
Cacao:Granny,f:f,1,stone_tool_use,<3m>
Cacao:Harley,f:f,1,other,<5m>
Cacao:Harley,f:f,1,stone_tool_use,<5m>
Cacao:Iyla,f:f,0,foraging_without_tools,<3m>
Cacao:Iyla,f:f,0,other,<1m>
Cacao:Iyla,f:f,0,other,<3m>
Cacao:Iyla,f:f,0,other,<3m>
Cacao:Iyla,f:f,0,other,<5m>
Cacao:Iyla,f:f,0,other,<5m>
Cacao:Iyla,f:f,0,stone_tool_use,<3m>
Cacao:Iyla,f:f,0,stone_tool_use,<5m>
Cacao:Iyla,f:f,0,stone_tool_use,<5m>
Cacao:Jim_Lim,f:f,1,other,<1m>
Cacao:Jim_Lim,f:f,1,stone_tool_use,<5m>
Cacao:Jim_Lim,f:f,1,stone_tool_use,<5m>
Cacao:Jim_Lim,f:f,1,stone_tool_use,<5m>
Cacao:Kal,f:m,0,other,<1m>
Cacao:Kal,f:m,0,other,<1m>
Cacao:Kal,f:m,0,other,<1m>
Cacao:Kal,f:m,0,other,<3m>
Cacao:Kaya,f:f,1,foraging_without_tools,<3m>
Cacao:Kaya,f:f,1,foraging_without_tools,<3m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<1m>
Cacao:Kaya,f:f,1,other,<5m>
Cacao:Kaya,f:f,1,other,<5m>
Cacao:Kaya,f:f,1,stone_tool_use,<3m>
Cacao:Kaya,f:f,1,stone_tool_use,<3m>
Cacao:Kaya,f:f,1,stone_tool_use,<5m>
Cacao:Lip,f:f,1,stone_tool_use,<1m>
Cacao:Lip,f:f,1,stone_tool_use,<3m>
Cacao:Lip,f:f,1,stone_tool_use,<5m>
Cacao:Naina,f:f,1,other,<1m>
Cacao:Naina,f:f,1,other,<5m>
Cacao:Naina,f:f,1,stone_tool_use,<3m>
Cacao:Naina,f:f,1,stone_tool_use,<5m>
Cacao:Naina,f:f,1,stone_tool_use,<5m>
Cacao:Naina,f:f,1,stone_tool_use,<5m>
Cacao:Naina,f:f,1,stone_tool_use,<5m>
Cacao:Oreo,f:f,1,foraging_without_tools,<5m>
Cacao:Oreo,f:f,1,other,<1m>
Cacao:Oreo,f:f,1,other,<3m>
Cacao:Oreo,f:f,1,other,<3m>
Cacao:Oreo,f:f,1,other,<5m>
Cacao:Oreo,f:f,1,other,<5m>
Cacao:Pat,f:m,0,foraging_without_tools,<5m>
Cacao:Pat,f:m,0,other,<1m>
Cacao:Pat,f:m,0,other,<1m>
Cacao:Pat,f:m,0,other,<5m>
Cacao:Pat,f:m,0,other,<5m>
Cacao:Pat,f:m,0,stone_tool_use,<1m>
Cacao:Pat,f:m,0,stone_tool_use,<3m>
Cacao:Pat,f:m,0,stone_tool_use,<3m>
Cacao:Pat,f:m,0,stone_tool_use,<3m>
Cacao:Pat,f:m,0,stone_tool_use,<5m>
Cacao:Pinky,f:f,0,foraging_without_tools,<3m>
Cacao:Pinky,f:f,0,other,<3m>
Cacao:Quindoline,f:f,0,other,<3m>
Cacao:Quindoline,f:f,0,other,<5m>
Cacao:Quindoline,f:f,0,stone_tool_use,<1m>
Cacao:Quindoline,f:f,0,stone_tool_use,<5m>
Cacao:Rambo,f:m,1,other,<1m>
Cacao:Robin,f:f,0,foraging_without_tools,<5m>
Cacao:Robin,f:f,0,other,<1m>
Cacao:Robin,f:f,0,other,<3m>
Cacao:Robin,f:f,0,other,<3m>
Cacao:Robin,f:f,0,other,<5m>
Cacao:Robin,f:f,0,stone_tool_use,<3m>
Cacao:Robin,f:f,0,stone_tool_use,<5m>
Cacao:Robin,f:f,0,stone_tool_use,<5m>
Cacao:Robin,f:f,0,stone_tool_use,<5m>
Cacao:Santa,f:f,1,stone_tool_use,<3m>
Cacao:Taipan,f:f,0,other,<1m>
Cacao:Taipan,f:f,0,other,<5m>
Cacao:Ted,f:m,0,foraging_without_tools,<1m>
Cacao:Ted,f:m,0,foraging_without_tools,<3m>
Cacao:Ted,f:m,0,foraging_without_tools,<3m>
Cacao:Ted,f:m,0,foraging_without_tools,<5m>
Cacao:Ted,f:m,0,other,<1m>
Cacao:Ted,f:m,0,other,<1m>
Cacao:Ted,f:m,0,other,<3m>
Cacao:Ted,f:m,0,other,<5m>
Cacao:Ted,f:m,0,other,<5m>
Cacao:Ted,f:m,0,stone_tool_use,<5m>
Cacao:Tin_tin,f:m,0,foraging_without_tools,<3m>
Cacao:Tutu,f:m,0,other,<5m>
Cacao:Tutu,f:m,0,stone_tool_use,<1m>
Cacao:Vula,f:f,1,other,<1m>
Cacao:Vula,f:f,1,other,<1m>
Cacao:Vula,f:f,1,other,<1m>
Cacao:Vula,f:f,1,other,<1m>
Cacao:Vula,f:f,1,other,<1m>
Cacao:Vula,f:f,1,other,<1m>
Cacao:Vula,f:f,1,other,<3m>
Cacao:Vula,f:f,1,other,<3m>
Cacao:Vula,f:f,1,other,<3m>
Cacao:Vula,f:f,1,other,<5m>
Cacao:Vula,f:f,1,other,<5m>
Cacao:Vula,f:f,1,stone_tool_use,<3m>
Cacao:Vula,f:f,1,stone_tool_use,<5m>
Cacao:Vula,f:f,1,stone_tool_use,<5m>
Cacao:Whitney,f:f,0,other,<5m>
Cacao:Whitney,f:f,0,other,<5m>
Cacao:Whitney,f:f,0,other,<5m>
Cacao:Whitney,f:f,0,stone_tool_use,<3m>
Cacao:Yaiko,f:f,0,other,<1m>
Dandi:Flame,f:f,0,foraging_without_tools,<5m>
Dandi:Flame,f:f,0,other,<5m>
Dandi:Flame,f:f,0,other,<5m>
Dandi:Flame,f:f,0,stone_tool_use,<1m>
Dandi:Granny,f:f,0,stone_tool_use,<5m>
Dandi:Harley,f:f,0,other,<5m>
Dandi:Harley,f:f,0,stone_tool_use,<5m>
Dandi:Iyla,f:f,1,stone_tool_use,<3m>
Dandi:Iyla,f:f,1,stone_tool_use,<3m>
Dandi:Iyla,f:f,1,stone_tool_use,<5m>
Dandi:Iyla,f:f,1,stone_tool_use,<5m>
Dandi:Jim_Lim,f:f,0,other,<5m>
Dandi:Kaya,f:f,0,other,<5m>
Dandi:Lip,f:f,0,other,<5m>
Dandi:Lip,f:f,0,other,<5m>
Dandi:Lip,f:f,0,stone_tool_use,<5m>
