dyads,sex_pairs,handedness_pair,context,proximity
Quindoline:Yaiko,f:f,0,other,<1m>
Quindoline:Yaiko,f:f,0,other,<1m>
Quindoline:Yaiko,f:f,0,other,<1m>
Quindoline:Yaiko,f:f,0,other,<3m>
Quindoline:Yaiko,f:f,0,other,<5m>
Quindoline:Yaiko,f:f,0,other,<5m>
Quindoline:Yaiko,f:f,0,other,<5m>
Quindoline:Yaiko,f:f,0,other,<5m>
Robin:Taipan,f:f,0,foraging_without_tools,<5m>
Robin:Taipan,f:f,0,stone_tool_use,<1m>
Robin:Taipan,f:f,0,stone_tool_use,<3m>
Robin:Taipan,f:f,0,stone_tool_use,<5m>
Robin:Ted,f:m,0,other,<1m>
Robin:Ted,f:m,0,other,<1m>
Robin:Ted,f:m,0,other,<1m>
Robin:Ted,f:m,0,other,<1m>
Robin:Ted,f:m,0,other,<3m>
Robin:Ted,f:m,0,other,<5m>
Robin:Ted,f:m,0,other,<5m>
Robin:Ted,f:m,0,other,<5m>
Robin:Ted,f:m,0,other,<5m>
Robin:Ted,f:m,0,stone_tool_use,<5m>
Robin:Tin_tin,f:m,0,other,<5m>
Robin:Tutu,f:m,0,other,<1m>
Robin:Tutu,f:m,0,other,<5m>
Robin:Tutu,f:m,0,stone_tool_use,<5m>
Robin:Vula,f:f,1,foraging_without_tools,<5m>
Robin:Vula,f:f,1,other,<1m>
Robin:Vula,f:f,1,other,<5m>
Robin:Vula,f:f,1,stone_tool_use,<5m>
Robin:Vula,f:f,1,stone_tool_use,<5m>
Robin:Whitney,f:f,0,other,<3m>
Robin:Whitney,f:f,0,other,<5m>
Robin:Whitney,f:f,0,stone_tool_use,<1m>
Robin:Whitney,f:f,0,stone_tool_use,<3m>
Robin:Whitney,f:f,0,stone_tool_use,<5m>
Robin:Yaiko,f:f,0,foraging_without_tools,<1m>
Robin:Yaiko,f:f,0,stone_tool_use,<1m>
Robin:Yaiko,f:f,0,stone_tool_use,<5m>
Robin:Yaiko,f:f,0,stone_tool_use,<5m>
Robin:Yaiko,f:f,0,stone_tool_use,<5m>
Robin:Yaiko,f:f,0,stone_tool_use,<5m>
Santa:Taipan,f:f,1,foraging_without_tools,<1m>
Santa:Taipan,f:f,1,other,<1m>
Santa:Taipan,f:f,1,stone_tool_use,<3m>
Santa:Taipan,f:f,1,stone_tool_use,<3m>
Santa:Ted,f:m,1,other,<1m>
Santa:Ted,f:m,1,stone_tool_use,<1m>
Santa:Ted,f:m,1,stone_tool_use,<1m>
Santa:Ted,f:m,1,stone_tool_use,<1m>
Santa:Vula,f:f,0,stone_tool_use,<5m>
Santa:Vula,f:f,0,stone_tool_use,<5m>
Santa:Whitney,f:f,1,stone_tool_use,<3m>
Santa:Whitney,f:f,1,stone_tool_use,<5m>
Santa:Whitney,f:f,1,stone_tool_use,<5m>
Taipan:Ted,f:m,0,other,<5m>
Taipan:Ted,f:m,0,stone_tool_use,<5m>
Taipan:Tin_tin,f:m,0,stone_tool_use,<5m>
Taipan:Tutu,f:m,0,other,<1m>
Taipan:Tutu,f:m,0,other,<3m>
Taipan:Tutu,f:m,0,stone_tool_use,<3m>
Taipan:Tutu,f:m,0,stone_tool_use,<5m>
Taipan:Vula,f:f,1,stone_tool_use,<3m>
Taipan:Vula,f:f,1,stone_tool_use,<3m>
Taipan:Vula,f:f,1,stone_tool_use,<5m>
Taipan:Whitney,f:f,0,other,<1m>
Taipan:Whitney,f:f,0,stone_tool_use,<3m>
Taipan:Whitney,f:f,0,stone_tool_use,<5m>
Taipan:Yaiko,f:f,0,foraging_without_tools,<3m>
Taipan:Yaiko,f:f,0,foraging_without_tools,<5m>
Taipan:Yaiko,f:f,0,other,<1m>
Taipan:Yaiko,f:f,0,other,<3m>
Taipan:Yaiko,f:f,0,other,<5m>
Taipan:Yaiko,f:f,0,stone_tool_use,<1m>
Taipan:Yaiko,f:f,0,stone_tool_use,<5m>
Ted:Tutu,m:m,0,foraging_without_tools,<3m>
Ted:Tutu,m:m,0,other,<1m>
Ted:Tutu,m:m,0,other,<5m>
Ted:Vula,m:f,1,foraging_without_tools,<3m>
Ted:Vula,m:f,1,foraging_without_tools,<5m>
Ted:Vula,m:f,1,foraging_without_tools,<5m>
Ted:Vula,m:f,1,other,<1m>
Ted:Vula,m:f,1,other,<3m>
Ted:Vula,m:f,1,other,<3m>
Ted:Vula,m:f,1,other,<3m>
Ted:Vula,m:f,1,other,<3m>
Ted:Vula,m:f,1,other,<3m>
Ted:Vula,m:f,1,other,<5m>
Ted:Vula,m:f,1,other,<5m>
Ted:Vula,m:f,1,stone_tool_use,<1m>
Ted:Vula,m:f,1,stone_tool_use,<3m>
Ted:Vula,m:f,1,stone_tool_use,<3m>
Ted:Vula,m:f,1,stone_tool_use,<5m>
Ted:Vula,m:f,1,stone_tool_use,<5m>
Ted:Whitney,m:f,0,foraging_without_tools,<3m>
Ted:Whitney,m:f,0,other,<1m>
Ted:Whitney,m:f,0,other,<1m>
Ted:Whitney,m:f,0,other,<1m>
Ted:Whitney,m:f,0,other,<3m>
Ted:Whitney,m:f,0,other,<3m>
Ted:Whitney,m:f,0,other,<3m>
Ted:Whitney,m:f,0,other,<5m>
Ted:Yaiko,m:f,0,other,<3m>
Ted:Yaiko,m:f,0,stone_tool_use,<3m>
Tutu:Vula,m:f,1,foraging_without_tools,<5m>
Tutu:Whitney,m:f,0,foraging_without_tools,<5m>
Tutu:Whitney,m:f,0,stone_tool_use,<5m>
Tutu:Yaiko,m:f,0,foraging_without_tools,<3m>
Tutu:Yaiko,m:f,0,other,<5m>
Vula:Whitney,f:f,1,foraging_without_tools,<5m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<1m>
Vula:Whitney,f:f,1,other,<3m>
Vula:Whitney,f:f,1,other,<5m>
Vula:Whitney,f:f,1,stone_tool_use,<1m>
Vula:Whitney,f:f,1,stone_tool_use,<3m>
Vula:Whitney,f:f,1,stone_tool_use,<3m>
Vula:Whitney,f:f,1,stone_tool_use,<5m>
Vula:Yaiko,f:f,1,other,<5m>
Vula:Yaiko,f:f,1,other,<5m>
Vula:Yaiko,f:f,1,other,<5m>
Vula:Yaiko,f:f,1,stone_tool_use,<3m>
Whitney:Yaiko,f:f,0,other,<5m>
Whitney:Yaiko,f:f,0,other,<5m>
Whitney:Yaiko,f:f,0,stone_tool_use,<3m>
Whitney:Yaiko,f:f,0,stone_tool_use,<3m>
Whitney:Yaiko,f:f,0,stone_tool_use,<5m>
Whitney:Yaiko,f:f,0,stone_tool_use,<5m>
Whitney:Yaiko,f:f,0,stone_tool_use,<5m>
