subj.id,focal.id.old,uni.id,date,time,gutt.score,right.hand,left.hand,both.hands,total
Pat,688,448,2024.10.30,14:56:01,0.6,1,0,0,1
Bat,NA,449,2024.10.30,NA,0.6,1,0,0,1
Dandi,686,450,2024.10.30,NA,0.2,0,2,0,2
Pat,688,451,2024.10.30,NA,0.8,3,0,0,3
Ted,689,452,2024.10.30,NA,0.8,9,0,0,9
Ted,689,453,2024.10.30,NA,0.2,0,7,0,7
Ted,NA,454,2024.10.30,NA,0.6,1,0,0,1
Ted,NA,455,2024.10.30,NA,0.6,1,0,0,1
Yaiko,690,456,2024.10.30,NA,0.8,2,0,0,2
Harley,691,457,2024.11.01,14:36:09,0.6,0,1,0,1
Dandi,693,458,2024.11.01,15:23:16,0.6,0,1,0,1
Betina,694,459,2024.11.01,16:13:16,0.6,0,1,0,1
Harley,NA,460,2024.11.01,NA,0.6,0,1,0,1
Dandi,NA,461,2024.11.04,NA,0.6,0,1,0,1
Ted,NA,462,2024.11.04,NA,0.6,1,0,0,1
Ted,NA,463,2024.11.04,NA,0.6,1,0,0,1
Who,NA,464,2024.11.04,NA,0.6,0,1,0,1
Flame,247,465,2024.11.06,NA,0.8,0,33,0,33
Granny,NA,466,2024.11.06,NA,0.6,0,1,0,1
Iyla,NA,467,2024.11.06,NA,0.6,1,0,0,1
Quindoline,248,468,2024.11.06,NA,0.8,103,0,0,103
Dandi,417,469,2024.11.08,NA,0.8,0,71,0,71
Flame,420,470,2024.11.08,NA,0.8,0,11,0,11
Oreo,419,471,2024.11.08,NA,0.8,0,68,0,68
Robin,416,472,2024.11.08,NA,0.8,0,38,0,38
Whitney,418,473,2024.11.08,NA,0.8,16,0,0,16
Flame,731,474,2024.11.11,NA,0.8,0,14,0,14
Flame,731,475,2024.11.11,NA,0.2,0,1,0,1
Kaya,729,476,2024.11.11,NA,0.8,0,20,0,20
Pinky,728,477,2024.11.11,NA,0.2,5,0,0,5
Dandi,734,478,2024.11.12,09:48:04,0.6,0,1,0,1
Babosa,902,479,2024.11.12,NA,0.8,27,25,0,52
Eina,NA,480,2024.11.12,NA,0.6,1,0,0,1
Oreo,NA,481,2024.11.12,NA,0.6,0,1,0,1
Quindoline,899,482,2024.11.12,NA,0.8,38,0,0,38
Quindoline,899,483,2024.11.12,NA,0.2,2,1,0,3
Vula,898,484,2024.11.12,NA,0.8,0,69,0,69
Lip,755,485,2024.11.14,NA,0.8,0,101,0,101
Naina,754,486,2024.11.14,NA,0.8,0,82,0,82
Kal,NA,487,2024.11.15,NA,0.6,1,0,0,1
Pat,NA,488,2024.11.15,NA,0.6,1,0,0,1
Pat,NA,489,2024.11.15,NA,0.6,1,0,0,1
Pat,NA,490,2024.11.15,NA,0.6,1,0,0,1
Ted,768,491,2024.11.16,08:31:43,0.6,2,0,0,2
Granny,766,492,2024.11.16,NA,0.8,0,1,0,1
Granny,766,493,2024.11.16,NA,0.2,0,2,0,2
Babosa,782,494,2024.11.18,NA,0.8,6,15,0,21
Babosa,782,495,2024.11.18,NA,0.2,1,0,0,1
Bat,769,496,2024.11.18,NA,0.8,5,0,0,5
Dandi,771,497,2024.11.18,NA,0.2,0,1,0,1
Robin,770,498,2024.11.18,NA,0.8,0,1,0,1
Ted,NA,499,2024.11.18,NA,0.6,1,0,0,1
Ted,NA,500,2024.11.18,NA,0.6,1,0,0,1
Jim_lim,783,501,2024.11.19,NA,0.2,0,1,0,1
Granny,802,502,2024.11.21,11:40:53,0.6,0,3,0,3
Taipan,804,503,2024.11.21,16:16:06,0.6,1,0,0,1
Babosa,798,504,2024.11.21,NA,0.8,2,0,0,2
Betina,795,505,2024.11.21,NA,0.8,0,10,0,10
Cacao,796,506,2024.11.21,NA,0.8,11,0,0,11
Cacao,796,507,2024.11.21,NA,0.2,3,0,0,3
Pinky,793,508,2024.11.21,NA,0.2,0,1,0,1
Taipan,804,509,2024.11.21,NA,0.8,29,0,0,29
Vula,797,510,2024.11.21,NA,0.8,0,30,0,30
Yaiko,799,511,2024.11.21,NA,0.8,28,0,0,28
Quindoline,811,512,2024.11.22,11:15:53,0.6,1,0,0,1
Dandi,805,513,2024.11.22,NA,0.8,0,4,0,4
Dandi,805,514,2024.11.22,NA,0.2,0,1,0,1
Iyla,NA,515,2024.11.22,NA,0.6,1,0,0,1
Jim_lim,808,516,2024.11.22,NA,0.8,0,2,0,2
Pat,809,517,2024.11.22,NA,0.8,10,0,0,10
Quindoline,811,518,2024.11.22,NA,0.8,27,0,0,27
Robin,810,519,2024.11.22,NA,0.2,0,2,0,2
Ted,NA,520,2024.11.22,NA,0.6,1,0,0,1
Ted,NA,521,2024.11.22,NA,0.6,1,0,0,1
Ted,NA,522,2024.11.22,NA,0.6,1,0,0,1
Yaiko,807,523,2024.11.22,NA,0.8,4,0,0,4
Babosa,820,524,2024.11.24,NA,0.8,5,0,0,5
Dandi,816,525,2024.11.24,NA,0.8,0,3,0,3
Dandi,816,526,2024.11.24,NA,0.2,0,1,0,1
Granny,822,527,2024.11.24,NA,0.8,0,5,0,5
Granny,822,528,2024.11.24,NA,0.2,0,5,0,5
Kaya,818,529,2024.11.24,NA,0.8,0,9,0,9
Robin,821,530,2024.11.24,NA,0.8,0,19,0,19
Ted,817,531,2024.11.24,NA,0.8,4,0,0,4
Ted,817,532,2024.11.24,NA,0.2,0,1,0,1
Whitney,819,533,2024.11.24,NA,0.8,20,0,0,20
Iyla,828,534,2024.11.26,NA,0.2,27,0,0,27
Quindoline,829,535,2024.11.26,NA,0.8,29,0,0,29
Quindoline,829,536,2024.11.26,NA,0.2,0,5,0,5
Flame,830,537,2024.11.27,NA,0.8,0,71,0,71
Pat,837,538,2024.11.29,NA,0.8,4,0,0,4
Pat,837,539,2024.11.29,NA,0.2,0,1,0,1
Pinky,838,540,2024.11.29,NA,0.2,1,0,0,1
Harley,846,541,2024.11.30,NA,0.8,0,2,0,2
Harley,846,542,2024.11.30,NA,0.2,0,9,0,9
Naina,847,543,2024.11.30,NA,0.8,0,4,0,4
Robin,848,544,2024.11.30,NA,0.8,0,17,0,17
Robin,848,545,2024.11.30,NA,0.2,0,11,0,11
Quindoline,NA,546,2024.12.02,16:10:00,0.6,1,0,0,1
Quindoline,NA,547,2024.12.02,NA,0.6,1,0,0,1
Quindoline,NA,548,2024.12.02,NA,0.6,1,0,0,1
Flame,57,549,2024.12.04,NA,0.8,0,51,0,51
Kaya,59,550,2024.12.04,NA,0.8,0,95,0,95
Robin,45,551,2024.12.04,NA,0.8,0,9,0,9
Whitney,46,552,2024.12.04,NA,0.8,3,0,0,3
Yaiko,58,553,2024.12.04,NA,0.8,71,0,0,71
Aura,257,554,2024.12.06,NA,0.8,37,0,0,37
Cacao,258,555,2024.12.06,NA,0.8,46,0,0,46
Iyla,259,556,2024.12.06,NA,0.8,6,0,0,6
Lip,256,557,2024.12.06,NA,0.8,0,71,0,71
Taipan,260,558,2024.12.06,NA,0.8,50,0,0,50
Cacao,424,559,2024.12.08,NA,0.8,62,0,0,62
Granny,422,560,2024.12.08,NA,0.8,0,42,0,42
Jim_lim,423,561,2024.12.08,NA,0.8,0,4,0,4
Kaya,426,562,2024.12.08,NA,0.8,0,4,0,4
Lip,427,563,2024.12.08,NA,0.8,0,104,0,104
Pinky,421,564,2024.12.08,NA,0.8,54,0,0,54
Vula,425,565,2024.12.08,NA,0.8,0,82,0,82
Granny,NA,566,2024.12.09,NA,0.6,0,1,0,1
Kal,NA,567,2024.12.09,NA,0.6,1,0,0,1
Kal,NA,568,2024.12.09,NA,0.6,1,0,0,1
Kal,NA,569,2024.12.09,NA,0.6,1,0,0,1
Pinky,NA,570,2024.12.09,NA,0.6,1,0,0,1
Bat,739,571,2024.12.11,NA,0.8,62,0,0,62
Harley,737,572,2024.12.11,NA,0.8,0,19,0,19
Harley,737,573,2024.12.11,NA,0.2,0,3,0,3
Iyla,736,574,2024.12.11,NA,0.2,15,0,0,15
Naina,738,575,2024.12.11,NA,0.8,0,18,0,18
Naina,738,576,2024.12.11,NA,0.2,0,4,0,4
Vula,741,577,2024.12.11,NA,0.2,0,1,0,1
Whitney,740,578,2024.12.11,NA,0.8,88,0,0,88
Dandi,913,579,2024.12.13,NA,0.8,0,12,0,12
Flame,915,580,2024.12.13,NA,0.8,0,18,0,18
Granny,914,581,2024.12.13,NA,0.8,0,39,0,39
Harley,912,582,2024.12.13,NA,0.8,0,23,0,23
Vula,910,583,2024.12.13,NA,0.8,0,89,0,89
Dandi,922,584,2024.12.15,10:17:32,0.6,0,3,0,3
Aura,916,585,2024.12.15,NA,0.2,7,0,0,7
Dandi,NA,586,2024.12.15,NA,0.6,0,1,0,1
Jim_lim,917,587,2024.12.15,NA,0.8,0,1,0,1
Quindoline,NA,588,2024.12.15,NA,0.6,1,0,0,1
Quindoline,NA,589,2024.12.15,NA,0.6,1,0,0,1
Betina,934,590,2024.12.16,NA,0.4,1,0,0,1
Harley,927,591,2024.12.16,NA,0.8,0,2,0,2
Kal,NA,592,2024.12.16,NA,0.6,1,0,0,1
Kaya,937,593,2024.12.16,NA,0.8,0,45,0,45
Kaya,937,594,2024.12.16,NA,0.2,0,3,0,3
Iyla,948,595,2024.12.18,15:36:49,0.6,1,0,0,1
Flame,938,596,2024.12.18,NA,0.8,0,5,0,5
Flame,938,597,2024.12.18,NA,0.2,0,1,0,1
Robin,949,598,2024.12.18,NA,0.8,0,41,0,41
Robin,949,599,2024.12.18,NA,0.2,0,1,0,1
Yaiko,939,600,2024.12.18,NA,0.8,0,2,0,2
Flame,952,601,2024.12.19,NA,0.2,0,1,0,1
Harley,951,602,2024.12.19,NA,0.2,0,4,0,4
Harley,951,603,2024.12.19,NA,0.4,3,0,0,3
Pinky,950,604,2024.12.19,NA,0.8,1,0,0,1
Ali,957,605,2024.12.20,NA,0.8,15,0,0,15
Aura,956,606,2024.12.20,NA,0.8,9,0,0,9
Granny,955,607,2024.12.20,NA,0.8,0,5,0,5
Granny,955,608,2024.12.20,NA,0.2,0,2,0,2
Harley,NA,609,2024.12.20,NA,0.4,1,0,0,1
Santa,954,610,2024.12.20,NA,0.8,0,20,0,20
Flame,965,611,2024.12.22,NA,0.8,0,81,0,81
Pinky,966,612,2024.12.22,NA,0.8,30,0,0,30
Pinky,966,613,2024.12.22,NA,0.2,3,0,0,3
Robin,964,614,2024.12.22,NA,0.8,0,57,0,57
Quindoline,971,615,2024.12.29,NA,0.2,0,1,0,1
Naina,978,616,2024.12.30,NA,0.8,0,20,0,20
Naina,NA,617,2024.12.30,NA,0.4,1,0,0,1
Yaiko,977,618,2024.12.30,NA,0.8,43,0,0,43
Yaiko,977,619,2024.12.30,NA,0.2,1,0,0,1
Yaiko,NA,620,2024.12.30,NA,0.4,7,0,0,7
Flame,983,621,2025.01.01,NA,0.8,0,83,0,83
Granny,982,622,2025.01.01,NA,0.8,0,75,0,75
Iyla,981,623,2025.01.01,NA,0.8,8,0,0,8
Iyla,981,624,2025.01.01,NA,0.2,5,0,0,5
Iyla,NA,625,2025.01.01,NA,0.4,4,0,0,4
Whitney,980,626,2025.01.01,NA,0.2,14,0,0,14
Iyla,NA,627,2025.01.02,NA,0.4,3,0,0,3
Vula,NA,628,2025.01.02,NA,0.4,7,0,2,9
Aura,1259,629,2025.01.03,NA,0.8,29,0,0,29
Aura,1259,630,2025.01.03,NA,0.2,1,0,0,1
Robin,NA,631,2025.01.03,NA,0.6,0,1,0,1
Santa,1258,632,2025.01.03,NA,0.8,0,4,0,4
Ted,1260,633,2025.01.03,NA,0.8,1,0,0,1
Vula,1010,634,2025.01.05,10:15:52,0.6,0,1,0,1
Dandi,NA,635,2025.01.05,NA,0.4,0,3,0,3
Kal,NA,636,2025.01.05,NA,0.4,2,0,0,2
Babosa,NA,637,2025.01.06,NA,0.4,0,8,0,8
Dandi,NA,638,2025.01.06,NA,0.4,0,2,0,2
Iyla,NA,639,2025.01.06,NA,0.4,8,0,0,8
Kal,NA,640,2025.01.06,NA,0.4,10,0,0,10
Lip,NA,641,2025.01.06,NA,0.4,0,17,0,17
Pat,NA,642,2025.01.06,NA,0.4,6,0,0,6
Ted,NA,643,2025.01.06,NA,0.4,0,1,0,1
Ali,NA,644,2025.01.08,NA,0.4,6,0,0,6
Babosa,NA,645,2025.01.08,NA,0.4,0,3,0,3
Belanda,NA,646,2025.01.08,NA,0.4,0,14,1,15
Taipan,NA,647,2025.01.08,NA,0.4,0,12,2,14
Ted,NA,648,2025.01.08,NA,0.4,0,3,0,3
Whitney,NA,649,2025.01.08,NA,0.4,0,7,0,7
Pinky,NA,650,2025.01.11,08:38:00,0.6,1,0,0,1
Cacao,NA,651,2025.01.11,NA,0.4,0,4,1,5
Granny,NA,652,2025.01.11,NA,0.4,5,0,0,5
Kal,NA,653,2025.01.11,NA,0.4,6,0,0,6
Pinky,NA,654,2025.01.11,NA,0.4,2,0,0,2
Robin,NA,655,2025.01.11,NA,0.4,26,0,0,26
Aura,NA,656,2025.01.12,NA,0.4,6,0,0,6
Flame,NA,657,2025.01.12,NA,0.4,5,0,0,5
Granny,NA,658,2025.01.12,NA,0.4,5,0,0,5
Jim_lim,NA,659,2025.01.12,NA,0.4,0,6,0,6
Kal,NA,660,2025.01.12,NA,0.6,1,0,0,1
Lip,NA,661,2025.01.12,NA,0.4,0,16,0,16
Pat,NA,662,2025.01.12,NA,0.4,1,0,0,1
Taipan,NA,663,2025.01.12,NA,0.4,0,7,5,12
Whitney,NA,664,2025.01.12,NA,0.4,0,1,0,1
Yaiko,NA,665,2025.01.12,NA,0.4,2,0,0,2
Santa,NA,666,2025.01.13,NA,0.4,7,0,0,7
Ali,1068,667,2025.01.15,NA,0.8,5,0,0,5
Iyla,NA,668,2025.01.15,NA,0.4,22,0,0,22
Kaya,NA,669,2025.01.15,NA,0.4,1,0,0,1
Lip,1067,670,2025.01.15,NA,0.8,0,57,0,57
Lip,NA,671,2025.01.15,NA,0.4,0,11,0,11
Naina,1058,672,2025.01.15,NA,0.8,0,30,0,30
Naina,NA,673,2025.01.15,NA,0.4,18,0,0,18
Pat,NA,674,2025.01.15,NA,0.4,12,0,5,17
Yaiko,NA,675,2025.01.15,NA,0.4,10,0,0,10
Harley,1082,676,2025.01.16,NA,0.8,0,48,0,48
Kaya,1070,677,2025.01.16,NA,0.8,0,32,0,32
Quindoline,1071,678,2025.01.16,NA,0.8,40,0,0,40
Quindoline,1071,679,2025.01.16,NA,0.2,0,4,0,4
Santa,1072,680,2025.01.16,NA,0.8,0,8,0,8
Ted,1084,681,2025.01.16,NA,0.8,19,0,0,19
Tutu,1083,682,2025.01.16,NA,0.8,4,0,0,4
Tutu,1083,683,2025.01.16,NA,0.2,3,0,0,3
Quindoline,1098,684,2025.01.17,NA,0.8,15,0,0,15
Quindoline,1098,685,2025.01.17,NA,0.2,0,3,0,3
Robin,1086,686,2025.01.17,NA,0.2,0,1,0,1
Whitney,1087,687,2025.01.17,NA,0.8,59,0,0,59
Babosa,1099,688,2025.01.19,NA,0.8,9,11,5,25
Naina,NA,689,2025.01.19,NA,0.4,11,0,0,11
Whitney,NA,690,2025.01.19,NA,0.4,1,0,0,1
Flame,1103,691,2025.01.20,NA,0.8,0,62,0,62
Flame,1103,692,2025.01.20,NA,0.2,0,1,0,1
Granny,1105,693,2025.01.20,NA,0.8,0,68,0,68
Oreo,NA,694,2025.01.20,NA,0.4,9,3,2,14
Tutu,1104,695,2025.01.20,NA,0.8,27,0,0,27
Tutu,1104,696,2025.01.20,NA,0.2,1,0,0,1
Aura,1118,697,2025.01.25,NA,0.8,32,0,0,32
Babosa,1114,698,2025.01.25,NA,0.8,12,7,4,23
Babosa,1114,699,2025.01.25,NA,0.2,0,1,0,1
Harley,1109,700,2025.01.25,NA,0.8,0,6,0,6
Jim_lim,1113,701,2025.01.25,NA,0.8,0,6,0,6
Naina,1119,702,2025.01.25,NA,0.8,0,55,0,55
Ted,1120,703,2025.01.25,NA,0.8,32,0,0,32
Whitney,1115,704,2025.01.25,NA,0.8,5,0,0,5
Kal,1126,705,2025.01.26,NA,0.8,49,0,0,49
Kal,NA,706,2025.01.26,NA,0.4,8,0,0,8
Kaya,1125,707,2025.01.26,NA,0.8,0,86,0,86
Lip,1121,708,2025.01.26,NA,0.8,0,59,0,59
Quindoline,1122,709,2025.01.26,NA,0.8,74,0,0,74
Vula,1123,710,2025.01.26,NA,0.8,0,39,0,39
Kal,NA,711,2025.01.27,14:48:00,0.6,3,0,0,3
Aura,1136,712,2025.01.27,NA,0.8,19,0,0,19
Flame,1137,713,2025.01.27,NA,0.8,0,43,0,43
Granny,NA,714,2025.01.27,NA,0.6,0,1,0,1
Granny,NA,715,2025.01.27,NA,0.6,0,1,0,1
Granny,NA,716,2025.01.27,NA,0.6,0,1,0,1
Naina,1135,717,2025.01.27,NA,0.8,0,58,0,58
Tutu,1134,718,2025.01.27,NA,0.8,35,0,0,35
Pinky,1143,719,2025.01.30,NA,0.8,42,0,0,42
Robin,1142,720,2025.01.30,NA,0.8,0,17,0,17
Ted,1144,721,2025.01.30,NA,0.8,49,0,0,49
Granny,NA,722,2025.01.31,NA,0.6,0,1,0,1
Belanda,992,723,2025.02.01,NA,0.2,11,0,0,11
Taipan,984,724,2025.02.01,NA,0.8,32,0,0,32
Vula,986,725,2025.02.01,NA,0.8,0,3,0,3
Kal,NA,726,2025.02.02,14:48:00,0.6,1,0,0,1
Flame,1160,727,2025.02.02,NA,0.8,0,70,0,70
Granny,NA,728,2025.02.02,NA,0.6,0,1,0,1
Kal,1159,729,2025.02.02,NA,0.8,30,0,0,30
Lip,1158,730,2025.02.02,NA,0.8,0,35,0,35
Lip,1158,731,2025.02.02,NA,0.2,0,1,0,1
Quindoline,NA,732,2025.02.11,09:10:00,0.6,1,0,0,1
Kaya,1172,733,2025.02.11,09:56:54,0.6,0,3,0,3
Bat,NA,734,2025.02.16,14:38:00,0.6,1,0,0,1
Cacao,1203,735,2025.02.17,NA,0.8,18,0,0,18
Flame,1193,736,2025.02.17,NA,0.8,0,67,0,67
Yaiko,1202,737,2025.02.17,NA,0.8,23,0,0,23
Betina,1204,738,2025.02.18,NA,0.8,0,24,0,24
Boss,1,739,2025.02.21,12:25:00,0.6,5,0,0,5
Betina,1218,740,2025.02.21,NA,0.8,0,15,0,15
Quindoline,1216,741,2025.02.21,NA,0.8,38,0,0,38
Santa,1217,742,2025.02.21,NA,0.8,0,1,0,1
Boss,2,743,2025.02.22,10:54:00,0.6,5,0,0,5
Boss,3,744,2025.02.22,12:53:12,0.6,4,0,0,4
Pat,1231,745,2025.02.22,16:14:42,0.6,1,0,0,1
Boss,3,746,2025.02.22,25:00:55,0.6,1,0,0,1
Aura,1226,747,2025.02.22,NA,0,1,11,0,12
Babosa,1222,748,2025.02.22,NA,0.8,9,11,0,20
Bat,1219,749,2025.02.22,NA,0.8,31,0,0,31
Dandi,1221,750,2025.02.22,NA,0.8,0,5,0,5
Granny,NA,751,2025.02.22,NA,0.4,4,0,1,5
Pinky,NA,752,2025.02.22,NA,0.4,4,0,1,5
Santa,1223,753,2025.02.22,NA,0.8,0,13,0,13
Santa,1223,754,2025.02.22,NA,0.2,0,2,0,2
Santa,1223,755,2025.02.22,NA,0,4,0,0,4
Santa,1223,756,2025.02.22,NA,0.4,4,0,0,4
Santa,NA,757,2025.02.22,NA,0.4,5,0,1,6
Ted,1230,758,2025.02.22,NA,0.8,4,0,0,4
Vula,1220,759,2025.02.22,NA,0.8,0,55,0,55
Yaiko,1225,760,2025.02.22,NA,0.8,1,0,0,1
Boss,4,761,2025.02.24,11:40:38,0.6,4,0,0,4
Bat,1236,762,2025.02.24,NA,0.8,21,0,0,21
Flame,1237,763,2025.02.24,NA,0.8,0,60,0,60
Naina,1238,764,2025.02.24,NA,0.8,0,35,0,35
Pat,1239,765,2025.02.24,NA,0.8,10,0,0,10
Yaiko,1246,766,2025.02.25,NA,0.8,33,0,0,33
Yaiko,1246,767,2025.02.25,NA,0.2,2,0,0,2
Robin,NA,768,2025.02.26,NA,0,22,4,1,27
Pinky,NA,769,2025.02.27,11:52:00,0.6,1,0,0,1
Pat,997,770,2025.03.01,NA,0.8,1,0,0,1
Pat,997,771,2025.03.01,NA,0.2,1,0,0,1
Whitney,994,772,2025.03.01,NA,0.8,59,0,0,59
Cacao,1261,773,2025.03.02,NA,0,37,6,1,44
Robin,1266,774,2025.03.02,NA,0,1,0,0,1
Santa,1165,775,2025.03.02,NA,0.8,0,11,0,11
Iyla,NA,776,2025.03.03,NA,0.6,1,0,0,1
Robin,1281,777,2025.03.05,15:18:53,0.6,0,1,0,1
Jim_lim,1279,778,2025.03.05,NA,0,17,6,0,23
Quindoline,1280,779,2025.03.05,NA,0,8,5,4,17
Quindoline,NA,780,2025.03.06,14:41:00,0.6,1,0,0,1
Pinky,NA,781,2025.03.06,16:51:00,0.6,2,0,0,2
Whitney,NA,782,2025.03.07,14:54:00,0.6,1,0,0,1
Naina,NA,783,2025.03.09,15:00:00,0.6,0,1,0,1
Naina,NA,784,2025.03.09,NA,0.6,0,1,0,1
Harley,1304,785,2025.03.10,NA,0,8,4,6,18
Taipan,1303,786,2025.03.10,NA,0,0,1,5,6
Yaiko,NA,787,2025.03.12,NA,0,5,1,0,6
Naina,1320,788,2025.03.14,NA,0.8,0,39,0,39
Naina,1320,789,2025.03.14,NA,0.4,1,0,0,1
Cacao,NA,790,2025.03.15,12:52:45,0.6,1,0,0,1
Kal,1323,791,2025.03.15,NA,0.2,6,0,0,6
Tutu,1324,792,2025.03.15,NA,0.8,52,0,0,52
Aura,1331,793,2025.03.19,NA,0.8,83,0,0,83
Pat,1330,794,2025.03.19,NA,0.8,54,0,0,54
Jim_lim,NA,795,2025.03.20,NA,0,1,0,6,17
Kaya,1334,796,2025.03.20,NA,0,2,3,4,9
Naina,1344,797,2025.03.20,NA,0.8,0,21,0,21
Oreo,1341,798,2025.03.20,NA,0,9,3,3,15
Pat,1337,799,2025.03.20,NA,0,2,3,0,5
Robin,1340,800,2025.03.20,NA,0,19,3,10,32
Vula,1338,801,2025.03.20,NA,0,4,16,0,20
Yaiko,1342,802,2025.03.20,NA,0,2,0,0,2
Babosa,1346,803,2025.03.21,NA,0.8,14,7,4,25
Babosa,1346,804,2025.03.21,NA,0.4,1,0,0,1
Lip,1345,805,2025.03.21,NA,0.8,0,23,0,23
Pinky,1349,806,2025.03.23,NA,0,1,0,6,7
Quindoline,1350,807,2025.03.23,NA,0,5,7,4,16
Whitney,1348,808,2025.03.23,NA,0.8,39,0,0,39
Iyla,1353,809,2025.03.24,NA,0.8,27,0,0,27
Iyla,1357,810,2025.03.24,NA,0,26,10,1,37
Lip,1356,811,2025.03.24,NA,0,9,5,9,23
Yaiko,1352,812,2025.03.24,NA,0.8,9,0,0,9
Babosa,1358,813,2025.03.26,NA,0,1,0,0,1
Naina,1363,814,2025.03.26,NA,0.8,0,20,0,20
Pat,1361,815,2025.03.26,NA,0.8,1,0,0,1
Pat,1361,816,2025.03.26,NA,0.2,1,0,0,1
Whitney,1362,817,2025.03.26,NA,0.8,25,0,0,25
Naina,1369,818,2025.03.27,NA,0.8,0,2,0,2
Santa,1366,819,2025.03.27,NA,0.8,0,16,0,16
Vula,1368,820,2025.03.27,NA,0.8,0,2,0,2
Yaiko,1370,821,2025.03.27,NA,0.8,14,0,0,14
Dandi,1006,822,2025.05.01,NA,0.8,0,4,0,4
Lip,1007,823,2025.05.01,NA,0.8,0,94,0,94
Oreo,1002,824,2025.05.01,NA,0.8,0,1,0,1
Oreo,1002,825,2025.05.01,NA,0.2,0,1,0,1
Pinky,1008,826,2025.05.01,NA,0.2,2,0,0,2
Quindoline,1003,827,2025.05.01,NA,0.2,1,0,0,1
Tutu,1009,828,2025.05.01,NA,0.8,1,0,0,1
Vula,1010,829,2025.05.01,NA,0.8,0,6,0,6
Babosa,1274,830,2025.05.03,NA,0.8,21,11,2,34
Quindoline,1273,831,2025.05.03,NA,0.8,79,0,0,79
Aura,1025,832,2025.07.01,NA,0.8,76,0,0,76
Naina,1027,833,2025.07.01,NA,0.8,0,45,0,45
Taipan,1024,834,2025.07.01,NA,0.8,95,0,0,95
Whitney,1026,835,2025.07.01,NA,0.8,37,0,0,37
Harley,1284,836,2025.07.03,NA,0.8,0,18,0,18
Iyla,1285,837,2025.07.03,NA,0.8,2,0,0,2
Iyla,1285,838,2025.07.03,NA,0.2,1,0,0,1
Jim_lim,1286,839,2025.07.03,NA,0.8,0,27,0,27
Kal,1283,840,2025.07.03,NA,0.8,32,0,0,32
Ted,1288,841,2025.07.03,NA,0.8,3,0,0,3
Babosa,1031,842,2025.08.01,NA,0.8,27,12,5,44
Babosa,1031,843,2025.08.01,NA,0.2,1,0,0,1
Cacao,1035,844,2025.08.01,NA,0.8,1,0,0,1
Jim_lim,1032,845,2025.08.01,NA,0.8,0,55,0,55
Kaya,1033,846,2025.08.01,NA,0.8,0,38,0,38
Ted,1030,847,2025.08.01,NA,0.2,0,1,0,1
Jim_lim,1293,848,2025.09.03,NA,0.8,0,53,0,53
Naina,1292,849,2025.09.03,NA,0.8,0,26,0,26
Tutu,1295,850,2025.09.03,NA,0.8,65,2,0,67
Whitney,1296,851,2025.09.03,NA,0.8,13,0,0,13
Babosa,1307,852,2025.10.03,NA,0.8,22,10,1,33
Babosa,1307,853,2025.10.03,NA,0.2,0,1,0,1
Belanda,1306,854,2025.10.03,NA,0.2,4,0,0,4
Granny,1308,855,2025.10.03,NA,0.8,0,24,0,24
Ali,1042,856,2025.11.01,NA,0.8,31,0,0,31
Belanda,1043,857,2025.11.01,NA,0.2,1,0,0,1
Granny,1041,858,2025.11.01,NA,0.8,0,53,0,53
Granny,1041,859,2025.11.01,NA,0.2,0,1,0,1
Jim_lim,1044,860,2025.11.01,NA,0.8,0,59,0,59
Kal,1040,861,2025.11.01,NA,0.8,55,0,0,55
Kaya,1311,862,2025.11.03,NA,0.8,0,51,0,51
Aura,1053,863,2025.12.01,NA,0.8,41,0,0,41
Flame,1056,864,2025.12.01,NA,0.8,0,67,0,67
Vula,1055,865,2025.12.01,NA,0.8,0,84,0,84
