uni.id,focal.id.old,date,time,subj.id,gutt.score,behavior,success,right.hand,left.hand,both.hands,total,species,comments
179,85,2024.04.18,,Lip,0.8,oyster.processing,Y,0,1,0,33,oyster,
179,85,2024.04.18,,Lip,0.8,oyster.processing,Y,0,1,0,33,oyster,
179,85,2024.04.18,,Lip,0.8,oyster.processing,Y,0,1,0,33,oyster,
179,85,2024.04.18,,Lip,0.8,oyster.processing,Y,0,1,0,33,oyster,
179,85,2024.04.18,,Lip,0.8,oyster.processing,Y,0,1,0,33,oyster,
179,85,2024.04.18,,Lip,0.8,oyster.processing,Y,0,1,0,33,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
180,87,2024.04.18,,Kaya,0.8,oyster.processing,Y,0,1,0,21,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
181,88,2024.04.18,,Whitney,0.8,oyster.processing,Y,1,0,0,24,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
182,89,2024.04.18,,Iyla,0.8,oyster.processing,Y,1,0,0,11,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
183,92,2024.04.19,,Quindoline,0.8,oyster.processing,Y,1,0,0,19,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
184,93,2024.04.19,,Tutu,0.8,oyster.processing,Y,1,0,0,15,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
185,96,2024.04.19,,Naina,0.8,oyster.processing,Y,0,1,0,11,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
186,97,2024.04.19,,Oreo,0.8,oyster.processing,Y,0,1,0,23,oyster,
187,99,2024.04.19,,Rambo,0.8,oyster.processing,Y,0,1,0,3,oyster,
187,99,2024.04.19,,Rambo,0.8,oyster.processing,Y,0,1,0,3,oyster,
187,99,2024.04.19,,Rambo,0.8,oyster.processing,Y,0,1,0,3,oyster,
188,100,2024.04.19,,Iyla,0.8,oyster.processing,Y,1,0,0,2,oyster,
188,100,2024.04.19,,Iyla,0.8,oyster.processing,Y,1,0,0,2,oyster,
189,103,2024.09.05,,Bat,0.8,oyster.processing,Y,1,0,0,4,oyster,
189,103,2024.09.05,,Bat,0.8,oyster.processing,Y,1,0,0,4,oyster,
189,103,2024.09.05,,Bat,0.8,oyster.processing,Y,1,0,0,4,oyster,
189,103,2024.09.05,,Bat,0.8,oyster.processing,Y,1,0,0,4,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
190,114,2024.09.05,,Granny,0.8,oyster.processing,Y,0,1,0,47,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
191,115,2024.09.05,,Iyla,0.8,oyster.processing,Y,1,0,0,38,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
192,116,2024.09.05,,Aura,0.8,oyster.processing,Y,1,0,0,50,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
193,122,2024.10.05,,Kaya,0.8,oyster.processing,Y,0,1,0,60,oyster,
