subj.id,focal.id.old,uni.id,date,time,gutt.score,right.hand,left.hand,total,n_trials
Babosa,1114,698,2025.01.25,NA,0.8,16,11,23,15
Babosa,1114,699,2025.01.25,NA,0.2,0,1,1,4
Harley,1109,700,2025.01.25,NA,0.8,0,6,6,19
Jim_lim,1113,701,2025.01.25,NA,0.8,0,6,6,27
Naina,1119,702,2025.01.25,NA,0.8,0,55,55,29
Ted,1120,703,2025.01.25,NA,0.8,32,0,32,13
Whitney,1115,704,2025.01.25,NA,0.8,5,0,5,28
Kal,1126,705,2025.01.26,NA,0.8,49,0,49,5
Kal,NA,706,2025.01.26,NA,0.4,8,0,8,4
Kaya,1125,707,2025.01.26,NA,0.8,0,86,86,28
Lip,1121,708,2025.01.26,NA,0.8,0,59,59,32
Quindoline,1122,709,2025.01.26,NA,0.8,74,0,74,26
Vula,1123,710,2025.01.26,NA,0.8,0,39,39,26
Kal,NA,711,2025.01.27,14:48:00,0.6,3,0,3,11
Aura,1136,712,2025.01.27,NA,0.8,19,0,19,32
Flame,1137,713,2025.01.27,NA,0.8,0,43,43,28
Granny,NA,714,2025.01.27,NA,0.6,0,1,1,13
Granny,NA,715,2025.01.27,NA,0.6,0,1,1,13
Granny,NA,716,2025.01.27,NA,0.6,0,1,1,13
Naina,1135,717,2025.01.27,NA,0.8,0,58,58,29
Tutu,1134,718,2025.01.27,NA,0.8,35,0,35,9
Pinky,1143,719,2025.01.30,NA,0.8,42,0,42,18
Robin,1142,720,2025.01.30,NA,0.8,0,17,17,23
Ted,1144,721,2025.01.30,NA,0.8,49,0,49,13
Granny,NA,722,2025.01.31,NA,0.6,0,1,1,13
Belanda,992,723,2025.02.01,NA,0.2,11,0,11,8
Taipan,984,724,2025.02.01,NA,0.8,32,0,32,15
Vula,986,725,2025.02.01,NA,0.8,0,3,3,26
Kal,NA,726,2025.02.02,14:48:00,0.6,1,0,1,11
Flame,1160,727,2025.02.02,NA,0.8,0,70,70,28
Granny,NA,728,2025.02.02,NA,0.6,0,1,1,13
Kal,1159,729,2025.02.02,NA,0.8,30,0,30,5
Lip,1158,730,2025.02.02,NA,0.8,0,35,35,32
Lip,1158,731,2025.02.02,NA,0.2,0,1,1,3
Quindoline,NA,732,2025.02.11,09:10:00,0.6,1,0,1,10
Bat,NA,734,2025.02.16,14:38:00,0.6,1,0,1,3
Cacao,1203,735,2025.02.17,NA,0.8,18,0,18,18
Flame,1193,736,2025.02.17,NA,0.8,0,67,67,28
Yaiko,1202,737,2025.02.17,NA,0.8,23,0,23,27
Betina,1204,738,2025.02.18,NA,0.8,0,24,24,12
Boss,1,739,2025.02.21,12:25:00,0.6,5,0,5,5
Betina,1218,740,2025.02.21,NA,0.8,0,15,15,12
Quindoline,1216,741,2025.02.21,NA,0.8,38,0,38,26
Santa,1217,742,2025.02.21,NA,0.8,0,1,1,19
Boss,2,743,2025.02.22,10:54:00,0.6,5,0,5,5
Boss,3,744,2025.02.22,12:53:12,0.6,4,0,4,5
Pat,1231,745,2025.02.22,16:14:42,0.6,1,0,1,5
Boss,3,746,2025.02.22,25:00:55,0.6,1,0,1,5
Babosa,1222,748,2025.02.22,NA,0.8,9,11,20,15
Bat,1219,749,2025.02.22,NA,0.8,31,0,31,9
Dandi,1221,750,2025.02.22,NA,0.8,0,5,5,21
Granny,NA,751,2025.02.22,NA,0.4,5,1,5,3
Pinky,NA,752,2025.02.22,NA,0.4,5,1,5,2
Santa,1223,753,2025.02.22,NA,0.8,0,13,13,19
Santa,1223,756,2025.02.22,NA,0.4,4,0,4,3
Santa,NA,757,2025.02.22,NA,0.4,6,1,6,3
Ted,1230,758,2025.02.22,NA,0.8,4,0,4,13
Vula,1220,759,2025.02.22,NA,0.8,0,55,55,26
Yaiko,1225,760,2025.02.22,NA,0.8,1,0,1,27
Boss,4,761,2025.02.24,11:40:38,0.6,4,0,4,5
Bat,1236,762,2025.02.24,NA,0.8,21,0,21,9
Flame,1237,763,2025.02.24,NA,0.8,0,60,60,28
Naina,1238,764,2025.02.24,NA,0.8,0,35,35,29
Pat,1239,765,2025.02.24,NA,0.8,10,0,10,11
Yaiko,1246,766,2025.02.25,NA,0.8,33,0,33,27
Yaiko,1246,767,2025.02.25,NA,0.2,2,0,2,3
Robin,NA,768,2025.02.26,NA,0,23,5,27,3
Pinky,NA,769,2025.02.27,11:52:00,0.6,1,0,1,7
Pat,997,770,2025.03.01,NA,0.8,1,0,1,11
Pat,997,771,2025.03.01,NA,0.2,1,0,1,3
Whitney,994,772,2025.03.01,NA,0.8,59,0,59,28
Robin,1266,774,2025.03.02,NA,0,1,0,1,3
Santa,1165,775,2025.03.02,NA,0.8,0,11,11,19
Iyla,NA,776,2025.03.03,NA,0.6,1,0,1,5
Robin,1281,777,2025.03.05,15:18:53,0.6,0,1,1,4
Jim_lim,1279,778,2025.03.05,NA,0,17,6,23,3
Quindoline,1280,779,2025.03.05,NA,0,12,9,17,2
Quindoline,NA,780,2025.03.06,14:41:00,0.6,1,0,1,10
Pinky,NA,781,2025.03.06,16:51:00,0.6,2,0,2,7
Naina,NA,783,2025.03.09,15:00:00,0.6,0,1,1,8
Naina,NA,784,2025.03.09,NA,0.6,0,1,1,8
Taipan,1303,786,2025.03.10,NA,0,5,6,6,2
Yaiko,NA,787,2025.03.12,NA,0,5,1,6,2
Naina,1320,788,2025.03.14,NA,0.8,0,39,39,29
Naina,1320,789,2025.03.14,NA,0.4,1,0,1,4
Tutu,1324,792,2025.03.15,NA,0.8,52,0,52,9
Aura,1331,793,2025.03.19,NA,0.8,83,0,83,32
Pat,1330,794,2025.03.19,NA,0.8,54,0,54,11
Jim_lim,NA,795,2025.03.20,NA,0,7,6,17,3
Naina,1344,797,2025.03.20,NA,0.8,0,21,21,29
Pat,1337,799,2025.03.20,NA,0,2,3,5,2
Robin,1340,800,2025.03.20,NA,0,29,13,32,3
Vula,1338,801,2025.03.20,NA,0,4,16,20,2
Yaiko,1342,802,2025.03.20,NA,0,2,0,2,2
Babosa,1346,803,2025.03.21,NA,0.8,18,11,25,15
Babosa,1346,804,2025.03.21,NA,0.4,1,0,1,3
Lip,1345,805,2025.03.21,NA,0.8,0,23,23,32
Pinky,1349,806,2025.03.23,NA,0,7,6,7,3
Quindoline,1350,807,2025.03.23,NA,0,9,11,16,2
Whitney,1348,808,2025.03.23,NA,0.8,39,0,39,28
Iyla,1353,809,2025.03.24,NA,0.8,27,0,27,22
Iyla,1357,810,2025.03.24,NA,0,27,11,37,3
Yaiko,1352,812,2025.03.24,NA,0.8,9,0,9,27
Naina,1363,814,2025.03.26,NA,0.8,0,20,20,29
Pat,1361,815,2025.03.26,NA,0.8,1,0,1,11
Pat,1361,816,2025.03.26,NA,0.2,1,0,1,3
Whitney,1362,817,2025.03.26,NA,0.8,25,0,25,28
Naina,1369,818,2025.03.27,NA,0.8,0,2,2,29
Santa,1366,819,2025.03.27,NA,0.8,0,16,16,19
Vula,1368,820,2025.03.27,NA,0.8,0,2,2,26
Yaiko,1370,821,2025.03.27,NA,0.8,14,0,14,27
Dandi,1006,822,2025.05.01,NA,0.8,0,4,4,21
Lip,1007,823,2025.05.01,NA,0.8,0,94,94,32
Oreo,1002,824,2025.05.01,NA,0.8,0,1,1,12
Oreo,1002,825,2025.05.01,NA,0.2,0,1,1,2
Pinky,1008,826,2025.05.01,NA,0.2,2,0,2,5
Quindoline,1003,827,2025.05.01,NA,0.2,1,0,1,10
Tutu,1009,828,2025.05.01,NA,0.8,1,0,1,9
Vula,1010,829,2025.05.01,NA,0.8,0,6,6,26
Babosa,1274,830,2025.05.03,NA,0.8,23,13,34,15
Quindoline,1273,831,2025.05.03,NA,0.8,79,0,79,26
Aura,1025,832,2025.07.01,NA,0.8,76,0,76,32
Naina,1027,833,2025.07.01,NA,0.8,0,45,45,29
Taipan,1024,834,2025.07.01,NA,0.8,95,0,95,15
Whitney,1026,835,2025.07.01,NA,0.8,37,0,37,28
Harley,1284,836,2025.07.03,NA,0.8,0,18,18,19
Iyla,1285,837,2025.07.03,NA,0.8,2,0,2,22
Iyla,1285,838,2025.07.03,NA,0.2,1,0,1,10
Jim_lim,1286,839,2025.07.03,NA,0.8,0,27,27,27
Kal,1283,840,2025.07.03,NA,0.8,32,0,32,5
Ted,1288,841,2025.07.03,NA,0.8,3,0,3,13
Babosa,1031,842,2025.08.01,NA,0.8,32,17,44,15
Babosa,1031,843,2025.08.01,NA,0.2,1,0,1,4
Cacao,1035,844,2025.08.01,NA,0.8,1,0,1,18
Jim_lim,1032,845,2025.08.01,NA,0.8,0,55,55,27
Kaya,1033,846,2025.08.01,NA,0.8,0,38,38,28
Ted,1030,847,2025.08.01,NA,0.2,0,1,1,3
Jim_lim,1293,848,2025.09.03,NA,0.8,0,53,53,27
Naina,1292,849,2025.09.03,NA,0.8,0,26,26,29
Tutu,1295,850,2025.09.03,NA,0.8,65,2,67,9
Whitney,1296,851,2025.09.03,NA,0.8,13,0,13,28
Babosa,1307,852,2025.10.03,NA,0.8,23,11,33,15
Babosa,1307,853,2025.10.03,NA,0.2,0,1,1,4
Belanda,1306,854,2025.10.03,NA,0.2,4,0,4,8
Granny,1308,855,2025.10.03,NA,0.8,0,24,24,30
Ali,1042,856,2025.11.01,NA,0.8,31,0,31,5
Belanda,1043,857,2025.11.01,NA,0.2,1,0,1,8
Granny,1041,858,2025.11.01,NA,0.8,0,53,53,30
Granny,1041,859,2025.11.01,NA,0.2,0,1,1,9
Jim_lim,1044,860,2025.11.01,NA,0.8,0,59,59,27
Kal,1040,861,2025.11.01,NA,0.8,55,0,55,5
Kaya,1311,862,2025.11.03,NA,0.8,0,51,51,28
Aura,1053,863,2025.12.01,NA,0.8,41,0,41,32
Flame,1056,864,2025.12.01,NA,0.8,0,67,67,28
Vula,1055,865,2025.12.01,NA,0.8,0,84,84,26
